id,event_id,latitude,longitude,type,area,date_time
SF11C924181,Wildfires,47.623,-118.436,WF,10,201608010000Z
SF11C924203,Wildfires,48.256,-120.098,WF,10,201608010000Z
SF11C924257,Wildfires,47.985,-118.502,WF,10,201608010000Z
SF11C924259,Wildfires,48.284,-120.053,WF,10,201608010000Z
SF11C924262,Wildfires,46.512,-117.252,WF,10,201608010000Z
SF11C924292,Wildfires,47.31,-118.187,WF,10,201608010000Z
SF11C924294,Wildfires,47.978,-119.462,WF,10,201608010000Z
SF11C924295,Wildfires,48.055,-119.496,WF,10,201608010000Z
SF11C924338,Wildfires,46.664,-120.623,WF,10,201608010000Z
SF11C924341,Wildfires,46.65,-120.538,WF,10,201608010000Z
SF11C924358,Wildfires,46.627,-120.535,WF,10,201608010000Z
SF11C924479,Wildfires,46.761,-120.109,WF,10,201608010000Z
SF11C924536,Wildfires,46.642,-119.685,WF,10,201608010000Z
SF11C924538,Wildfires,46.659,-119.713,WF,10,201608010000Z
SF11C924683,Wildfires,46.825,-120.16,WF,10,201608010000Z
SF11C924684,Wildfires,46.815,-120.19,WF,10,201608010000Z
SF11C924685,Wildfires,46.83,-120.13,WF,10,201608010000Z
SF11C924686,Wildfires,46.82,-120.23,WF,10,201608010000Z
SF11C924779,Wildfires,46.762,-118.059,WF,10,201608010000Z
SF11C924812,Wildfires,47.936,-118.499,WF,10,201608010000Z
SF11C925043,Wildfires,46.816,-118.078,WF,10,201608010000Z
SF11C925325,Wildfires,47.307,-118.425,WF,10,201608010000Z
SF11C925347,Wildfires,46.79,-120.231,WF,10,201608010000Z
SF11C925433,Wildfires,48.892,-120.513,WF,10,201608010000Z
SF11C925433,Wildfires,48.892,-120.513,WF,10,201608010000Z
SF11C925445,Wildfires,47.475,-119.066,WF,10,201608010000Z
SF11C925454,Wildfires,46.798,-120.594,WF,10,201608010000Z
SF11C925501,Wildfires,48.206,-118.147,WF,10,201608010000Z
SF11C925504,Wildfires,47.914,-117.667,WF,10,201608010000Z
SF11C925525,Wildfires,46.625,-120.495,WF,10,201608010000Z
SF11C925809,Wildfires,46.069,-118.794,WF,10,201608010000Z
SF11C925904,Wildfires,46.1,-120.055,WF,10,201608010000Z
SF11C925987,Wildfires,47.031,-122.545,WF,10,201608010000Z
SF11C926092,Wildfires,45.936,-119.515,WF,10,201608010000Z
SF11C926169,Wildfires,46.497,-120.461,WF,10,201608010000Z
SF11C926424,Wildfires,46.982,-119.669,WF,10,201608010000Z
SF11C926520,Wildfires,46.134,-120.066,WF,10,201608010000Z
SF11C926558,Wildfires,46.176,-120.052,WF,10,201608010000Z
SF11C926561,Wildfires,46.134,-119.967,WF,10,201608010000Z
SF11C926588,Wildfires,46.17,-120.08,WF,10,201608010000Z
SF11C926603,Wildfires,46.1,-120.02,WF,10,201608010000Z
SF11C926605,Wildfires,46.17,-119.98,WF,10,201608010000Z
SF11C926647,Wildfires,48.589,-119.072,WF,10,201608010000Z
SF11C926689,Wildfires,48.333,-121.432,WF,10,201608010000Z
SF11C926723,Wildfires,46.136,-120.016,WF,10,201608010000Z
SF11C926724,Wildfires,46.134,-120.039,WF,10,201608010000Z
SF11C926798,Wildfires,46.435,-120.834,WF,10,201608010000Z
SF11C926799,Wildfires,46.733,-120.253,WF,10,201608010000Z
SF11C926942,Wildfires,46.999,-118.635,WF,10,201608010000Z
SF11C927021,Wildfires,46.021,-119.257,WF,10,201608010000Z
SF11C927146,Wildfires,47.26,-117.431,WF,10,201608010000Z
SF11C927163,Wildfires,46.807,-123.024,WF,10,201608010000Z
SF11C927426,Wildfires,47.932,-119.497,WF,10,201608010000Z
SF11C927429,Wildfires,46.491,-118.895,WF,10,201608010000Z
SF11C927581,Wildfires,47.904,-119.501,WF,10,201608010000Z
SF11C927687,Wildfires,47.907,-119.483,WF,10,201608010000Z
SF11C927710,Wildfires,46.329,-118.187,WF,10,201608010000Z
SF11C927818,Wildfires,47.999,-119.333,WF,10,201608010000Z
SF11C927868,Wildfires,47.985,-119.37,WF,10,201608010000Z
SF11C928733,Wildfires,45.62,-121.145,WF,10,201608010000Z
SF11C928744,Wildfires,48.24,-118.65,WF,10,201608010000Z
SF11C928884,Wildfires,47.395,-121.015,WF,10,201608010000Z
SF11C929015,Wildfires,46.818,-119.453,WF,10,201608010000Z
SF11C929041,Wildfires,46.765,-119.384,WF,10,201608010000Z
SF11C929047,Wildfires,46.73,-119.35,WF,10,201608010000Z
SF11C929050,Wildfires,46.77,-119.46,WF,10,201608010000Z
SF11C929053,Wildfires,46.8,-119.38,WF,10,201608010000Z
SF11C929063,Wildfires,46.73,-119.29,WF,10,201608010000Z
SF11C929064,Wildfires,46.78,-119.32,WF,10,201608010000Z
SF11C929089,Wildfires,46.826,-119.397,WF,10,201608010000Z
SF11C929111,Wildfires,46.755,-119.51,WF,10,201608010000Z
SF11C929114,Wildfires,46.745,-119.335,WF,10,201608010000Z
SF11C929115,Wildfires,46.75,-119.37,WF,10,201608010000Z
SF11C929123,Wildfires,46.768,-119.298,WF,10,201608010000Z
SF11C929157,Wildfires,46.779,-119.288,WF,10,201608010000Z
SF11C929212,Wildfires,46.762,-119.349,WF,10,201608010000Z
SF11C929228,Wildfires,46.886,-120.091,WF,10,201608010000Z
SF11C929243,Wildfires,46.765,-119.349,WF,10,201608010000Z
SF11C929514,Wildfires,46.904,-122.732,WF,10,201608010000Z
SF11C929527,Wildfires,46.965,-121.37,WF,10,201608010000Z
SF11C929949,Wildfires,46.98,-119.63,WF,10,201608010000Z
SF11C929953,Wildfires,47.365,-119.8,WF,10,201608010000Z
SF11C930024,Wildfires,47.302,-119.75,WF,10,201608010000Z
SF11C930025,Wildfires,47.293,-119.687,WF,10,201608010000Z
SF11C930051,Wildfires,47.371,-121.003,WF,10,201608010000Z
SF11C930052,Wildfires,47.383,-121.021,WF,10,201608010000Z
SF11C930067,Wildfires,46.434,-117.788,WF,10,201608010000Z
SF11C930124,Wildfires,47.329,-119.759,WF,10,201608010000Z
SF11C930139,Wildfires,46.283,-118.477,WF,10,201608010000Z
SF11C930147,Wildfires,46.496,-118.901,WF,10,201608010000Z
SF11C930254,Wildfires,46.959,-121.368,WF,10,201608010000Z
SF11C930365,Wildfires,46.006,-118.791,WF,10,201608010000Z
SF11C930409,Wildfires,46.345,-117.745,WF,10,201608010000Z
SF11C930505,Wildfires,48.237,-122.377,WF,10,201608010000Z
SF11C930510,Wildfires,47.325,-120.039,WF,10,201608010000Z
SF11C931434,Wildfires,46.595,-119.362,WF,10,201608010000Z
SF11C931839,Wildfires,46.823,-123.025,WF,10,201608010000Z
SF11C932169,Wildfires,47.462,-118.727,WF,10,201608010000Z
SF11C932238,Wildfires,48.816,-117.276,WF,10,201608010000Z
SF11C932325,Wildfires,46.949,-120.264,WF,10,201608010000Z
SF11C932366,Wildfires,47.468,-118.73,WF,10,201608010000Z
SF11C932367,Wildfires,47.466,-118.695,WF,10,201608010000Z
SF11C932864,Wildfires,46.967,-121.389,WF,10,201608010000Z
SF11C932977,Wildfires,47.31,-119.11,WF,10,201608010000Z
SF11C933138,Wildfires,46.944,-121.418,WF,10,201608010000Z
SF11C933212,Wildfires,47.447,-119.431,WF,10,201608010000Z
SF11C933696,Wildfires,46.964,-121.377,WF,10,201608010000Z
SF11C933722,Wildfires,46.93,-121.45,WF,10,201608010000Z
SF11C934424,Wildfires,46.931,-121.391,WF,10,201608010000Z
SF11C934426,Wildfires,46.996,-121.28,WF,10,201608010000Z
SF11C934459,Wildfires,48.07,-120.43,WF,10,201608010000Z
SF11C934793,Wildfires,47.78,-120.17,WF,10,201608010000Z
SF11C935234,Wildfires,47.658,-117.485,WF,10,201608010000Z
SF11C935560,Wildfires,48.076,-120.371,WF,10,201608010000Z
SF11C935763,Wildfires,46.778,-119.414,WF,10,201608010000Z
SF11C935869,Wildfires,48.763,-118.715,WF,10,201608010000Z
SF11C935899,Wildfires,48.085,-120.429,WF,10,201608010000Z
SF11C935955,Wildfires,46.956,-121.436,WF,10,201608010000Z
SF11C936157,Wildfires,48.096,-120.395,WF,10,201608010000Z
SF11C936170,Wildfires,47.507,-120.935,WF,10,201608010000Z
SF11C936170,Wildfires,47.507,-120.935,WF,10,201608010000Z
SF11C936472,Wildfires,47.56,-117.75,WF,10,201608010000Z
SF11C936721,Wildfires,46.973,-121.432,WF,10,201608010000Z
SF11C936827,Wildfires,47.508,-120.927,WF,10,201608010000Z
SF11C937076,Wildfires,47.494,-120.582,WF,10,201608010000Z
SF11C937293,Wildfires,48.09,-120.397,WF,10,201608010000Z
SF11C937390,Wildfires,47.519,-120.94,WF,10,201608010000Z
SF11C937390,Wildfires,47.519,-120.94,WF,10,201608010000Z
SF11C937814,Wildfires,46.93,-121.45,WF,10,201608010000Z
SF11C937918,Wildfires,47.053,-121.527,WF,10,201608010000Z
SF11C938032,Wildfires,46.839,-119.272,WF,10,201608010000Z
SF11C938035,Wildfires,46.957,-121.445,WF,10,201608010000Z
SF11C938190,Wildfires,47.499,-120.899,WF,10,201608010000Z
SF11C938194,Wildfires,48.1,-120.4,WF,10,201608010000Z
SF11C939639,Wildfires,48.14,-120.342,WF,10,201608010000Z
SF11C939902,Wildfires,47.492,-120.944,WF,10,201608010000Z
SF11C939996,Wildfires,48.121,-120.427,WF,10,201608010000Z
SF11C940552,Wildfires,46.905,-121.315,WF,10,201608010000Z
SF11C940560,Wildfires,47.5,-120.873,WF,10,201608010000Z
SF11C940635,Wildfires,48.077,-120.394,WF,10,201608010000Z
SF11C941088,Wildfires,48.991,-119.325,WF,10,201608010000Z
SF11C941097,Wildfires,48.08,-120.388,WF,10,201608010000Z
SF11C941101,Wildfires,47.491,-120.945,WF,10,201608010000Z
SF11C941614,Wildfires,48.594,-118.103,WF,10,201608010000Z
SF11C941704,Wildfires,48.116,-120.445,WF,10,201608010000Z
SF11C942108,Wildfires,47.345,-118.782,WF,10,201608010000Z
SF11C942145,Wildfires,48.077,-120.387,WF,10,201608010000Z
SF11C942200,Wildfires,47.502,-120.897,WF,10,201608010000Z
SF11C943836,Wildfires,47.363,-117.855,WF,10,201608010000Z
SF11C943927,Wildfires,47.663,-120.524,WF,10,201608010000Z
SF11C944516,Wildfires,47.487,-119.561,WF,10,201608010000Z
SF11C944517,Wildfires,47.658,-120.521,WF,10,201608010000Z
SF11C944577,Wildfires,47.503,-119.532,WF,10,201608010000Z
SF11C944578,Wildfires,47.494,-119.611,WF,10,201608010000Z
SF11C944594,Wildfires,46.807,-119.88,WF,10,201608010000Z
SF11C944681,Wildfires,48.844,-119.545,WF,10,201608010000Z
SF11C953591,Wildfires,45.721,-121.45,WF,10,201608010000Z
SF11C954493,Wildfires,47.482,-120.46,WF,10,201608010000Z
SF11C954675,Wildfires,48.807,-122.677,WF,10,201608010000Z
SF11C955804,Wildfires,45.718,-121.442,WF,10,201608010000Z
SF11C955994,Wildfires,47.498,-120.408,WF,10,201608010000Z
SF11C979173,Wildfires,46.901,-119.287,WF,10,201608010000Z
SF11C979186,Wildfires,46.206,-119.007,WF,10,201608010000Z
SF11C979200,Wildfires,46.446,-119.497,WF,10,201608010000Z
SF11C979244,Wildfires,46.551,-119.292,WF,10,201608010000Z
SF11C979255,Wildfires,46.738,-119.414,WF,10,201608010000Z
SF11C979278,Wildfires,46.485,-119.581,WF,10,201608010000Z
SF11C843854,Prescribed,47.443,-120.595,RX,10,201608010000Z
SF11C844309,Prescribed,47.448,-120.582,RX,10,201608010000Z
SF11C947430,Prescribed,47.856,-120.177,RX,10,201608010000Z
SF11C944820,Prescribed,47.684,-120.391,RX,10,201608010000Z
SF11C860264,Prescribed,48.222,-120.844,RX,10,201608010000Z
SF11C951332,Prescribed,48.176,-124.557,RX,10,201608010000Z
SF11C951695,Prescribed,48.278,-124.523,RX,10,201608010000Z
SF11C954194,Prescribed,48.187,-124.406,RX,10,201608010000Z
SF11C954095,Prescribed,48.235,-124.33,RX,10,201608010000Z
SF11C954720,Prescribed,48.177,-124.55,RX,10,201608010000Z
SF11C969825,Prescribed,48.179,-124.378,RX,10,201608010000Z
SF11C954400,Prescribed,45.898,-122.661,RX,10,201608010000Z
SF11C943974,Prescribed,46.16,-117.94,RX,10,201608010000Z
SF11C951362,Prescribed,46.319,-122.797,RX,10,201608010000Z
SF11C961117,Prescribed,47.875,-119.909,RX,10,201608010000Z
SF11C957188,Prescribed,48.946,-118.589,RX,10,201608010000Z
SF11C968758,Prescribed,48.459,-118.244,RX,10,201608010000Z
SF11C947574,Prescribed,48.346,-118.604,RX,10,201608010000Z
SF11C959021,Prescribed,48.607,-118.628,RX,10,201608010000Z
SF11C973076,Prescribed,48.643,-118.664,RX,10,201608010000Z
SF11C950881,Prescribed,47.206,-124.097,RX,10,201608010000Z
SF11C951630,Prescribed,47.35,-124.144,RX,10,201608010000Z
SF11C951653,Prescribed,46.806,-123.564,RX,10,201608010000Z
SF11C952014,Prescribed,47.413,-124.223,RX,10,201608010000Z
SF11C953346,Prescribed,47.128,-123.986,RX,10,201608010000Z
SF11C956465,Prescribed,46.796,-123.646,RX,10,201608010000Z
SF11C961404,Prescribed,47.022,-123.994,RX,10,201608010000Z
SF11C961674,Prescribed,46.805,-123.288,RX,10,201608010000Z
SF11C953344,Prescribed,47.504,-124.012,RX,10,201608010000Z
SF11C952068,Prescribed,47.898,-122.898,RX,10,201608010000Z
SF11C951859,Prescribed,47.907,-122.829,RX,10,201608010000Z
SF11C974072,Prescribed,47.168,-120.533,RX,10,201608010000Z
SF11C948322,Prescribed,45.99,-120.89,RX,10,201608010000Z
SF11C952251,Prescribed,46.021,-121.189,RX,10,201608010000Z
SF11C952723,Prescribed,45.814,-121.339,RX,10,201608010000Z
SF11C957658,Prescribed,45.815,-121.339,RX,10,201608010000Z
SF11C962203,Prescribed,45.991,-120.732,RX,10,201608010000Z
SF11C974071,Prescribed,46.008,-120.887,RX,10,201608010000Z
SF11C953336,Prescribed,45.882,-121.276,RX,10,201608010000Z
SF11C952435,Prescribed,45.892,-121.246,RX,10,201608010000Z
SF11C952722,Prescribed,45.888,-121.254,RX,10,201608010000Z
SF11C955802,Prescribed,46.016,-121.203,RX,10,201608010000Z
SF11C959734,Prescribed,45.813,-121.357,RX,10,201608010000Z
SF11C855499,Prescribed,45.843,-120.008,RX,10,201608010000Z
SF11C955040,Prescribed,45.992,-121.201,RX,10,201608010000Z
SF11C854496,Prescribed,46.563,-123.14,RX,10,201608010000Z
SF11C952738,Prescribed,46.645,-122.81,RX,10,201608010000Z
SF11C951735,Prescribed,46.488,-122.862,RX,10,201608010000Z
SF11C957596,Prescribed,46.556,-122.282,RX,10,201608010000Z
SF11C967996,Prescribed,47.819,-118.1,RX,10,201608010000Z
SF11C961147,Prescribed,47.215,-122.992,RX,10,201608010000Z
SF11C855507,Prescribed,48.513,-119.706,RX,10,201608010000Z
SF11C953333,Prescribed,48.36,-119.906,RX,10,201608010000Z
SF11C953331,Prescribed,48.455,-119.056,RX,10,201608010000Z
SF11C953576,Prescribed,48.415,-119.121,RX,10,201608010000Z
SF11C953865,Prescribed,48.421,-119.118,RX,10,201608010000Z
SF11C954837,Prescribed,48.424,-119.105,RX,10,201608010000Z
SF11C956789,Prescribed,48.625,-119.752,RX,10,201608010000Z
SF11C957313,Prescribed,48.349,-119.819,RX,10,201608010000Z
SF11C965855,Prescribed,48.743,-118.993,RX,10,201608010000Z
SF11C956900,Prescribed,48.24,-119.794,RX,10,201608010000Z
SF11C951663,Prescribed,48.255,-120.072,RX,10,201608010000Z
SF11C957315,Prescribed,48.358,-119.175,RX,10,201608010000Z
SF11C961111,Prescribed,48.258,-119.82,RX,10,201608010000Z
SF11C961149,Prescribed,48.277,-119.864,RX,10,201608010000Z
SF11C952712,Prescribed,48.348,-119.905,RX,10,201608010000Z
SF11C960109,Prescribed,48.242,-119.81,RX,10,201608010000Z
SF11C961113,Prescribed,48.382,-119.917,RX,10,201608010000Z
SF11C961289,Prescribed,48.275,-119.871,RX,10,201608010000Z
SF11C953226,Prescribed,48.448,-119.059,RX,10,201608010000Z
SF11C866694,Prescribed,48.493,-119.705,RX,10,201608010000Z
SF11C953231,Prescribed,48.587,-120.214,RX,10,201608010000Z
SF11C954603,Prescribed,48.426,-119.111,RX,10,201608010000Z
SF11C960112,Prescribed,48.935,-119.273,RX,10,201608010000Z
SF11C973075,Prescribed,48.85,-118.897,RX,10,201608010000Z
SF11C946288,Prescribed,48.612,-118.936,RX,10,201608010000Z
SF11C948866,Prescribed,46.465,-123.782,RX,10,201608010000Z
SF11C954695,Prescribed,48.159,-117.161,RX,10,201608010000Z
SF11C954833,Prescribed,48.153,-117.15,RX,10,201608010000Z
SF11C958079,Prescribed,48.244,-117.438,RX,10,201608010000Z
SF11C945635,Prescribed,47.013,-122.466,RX,10,201608010000Z
SF11C946096,Prescribed,47.049,-122.337,RX,10,201608010000Z
SF11C943860,Prescribed,47.109,-122.506,RX,10,201608010000Z
SF11C979451,Prescribed,47.415,-117.557,RX,10,201608010000Z
SF11C957676,Prescribed,48.037,-117.727,RX,10,201608010000Z
SF11C961811,Prescribed,47.987,-117.678,RX,10,201608010000Z
SF11C962571,Prescribed,48.322,-117.895,RX,10,201608010000Z
SF11C969832,Prescribed,48.816,-118.141,RX,10,201608010000Z
SF11C964079,Prescribed,48.557,-117.963,RX,10,201608010000Z
SF11C973951,Prescribed,48.066,-117.601,RX,10,201608010000Z
SF11C973054,Prescribed,46.839,-123.101,RX,10,201608010000Z
SF11C943973,Prescribed,46.11,-118.07,RX,10,201608010000Z
SF11C868145,Prescribed,46.187,-118.944,RX,10,201608010000Z
SF11C956471,Prescribed,46.352,-121.115,RX,10,201608010000Z
SF11C960237,Prescribed,46.064,-120.959,RX,10,201608010000Z
SF11C959701,Prescribed,46.703,-120.305,RX,10,201608010000Z
SF11C940831,Prescribed,46.12,-121.51,RX,10,201608010000Z
SF11C968231,Prescribed,46.36,-121.112,RX,10,201608010000Z
SF11C960236,Prescribed,46.045,-120.977,RX,10,201608010000Z
SF11C948464,Prescribed,46.045,-120.399,RX,10,201608010000Z
SF11C961150,Prescribed,46.702,-120.286,RX,10,201608010000Z
SF11C961714,Prescribed,46.71,-120.305,RX,10,201608010000Z
SF11C968998,Prescribed,46.519,-120.174,RX,10,201608010000Z
