id,event_id,latitude,longitude,type,area,date_time,state,fuel_1hr,fuel_10hr,fuel_100hr,fuel_1khr,fuel_10khr,fuel_gt10khr,shrub,grass,rot,duff,litter,canopy,fccs_number
SF11C30261520013183130,SF11E138069,47.714,-116.13,WF,735.9999982,201508270000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30261720013183130,SF11E138069,47.808,-116.153,WF,137.9999997,201508270000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30262020013183130,SF11E145879,45.581,-115.755,WF,91.99999977,201508270000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30262520013183130,SF11E140393,47.677,-116.259,WF,91.99999977,201508270000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30263220013183130,SF11E149528,45.335,-116.157,WF,5013.999988,201508270000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30263320013183130,SF11E149528,45.385,-116.108,WF,45.99999989,201508270000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30711320013182900,SF11E135358,46.492,-114.68,WF,45.99999989,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30712820013182900,SF11E141329,44.466,-114.531,WF,229.9999994,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30712920013182900,SF11E147377,46.219,-114.819,WF,45.99999989,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30713020013182900,SF11E141329,44.483,-114.555,WF,275.9999993,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30713220013182900,SF11E141329,44.466,-114.587,WF,91.99999977,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30713520013182900,SF11E140381,46.034,-114.872,WF,45.99999989,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30713820013182900,SF11E147377,46.209,-114.933,WF,45.99999989,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30714620013182900,SF11E149529,46.109,-115.044,WF,45.99999989,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30714920013182900,SF11E149529,46.067,-115.065,WF,45.99999989,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30715020013182900,SF11E149529,46.106,-115.073,WF,45.99999989,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30715920013182900,SF11E149392,45.641,-115.115,WF,45.99999989,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30716020013182900,SF11E145519,46.834,-115.342,WF,45.99999989,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30716320013182900,SF11E143632,45.895,-115.192,WF,45.99999989,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30716420013182900,SF11E143632,46.053,-115.221,WF,45.99999989,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30716520013182900,SF11E143632,45.953,-115.217,WF,45.99999989,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30716820013182900,SF11E149392,45.606,-115.166,WF,45.99999989,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30717520013182900,SF11E143632,45.996,-115.297,WF,45.99999989,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30717820013182900,SF11E143632,45.965,-115.305,WF,45.99999989,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30718420013182900,SF11E143632,46.089,-115.372,WF,45.99999989,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30718820013182900,SF11E149392,45.576,-115.318,WF,137.9999997,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30719820013182900,SF11E138022,47.697,-115.78,WF,91.99999977,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30720220013182900,SF11E149535,46.936,-115.655,WF,46.37704907,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30720920013182900,SF11E138022,47.682,-115.836,WF,45.99999989,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30721220013182900,SF11E138022,47.74,-115.863,WF,45.99999989,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30721320013182900,SF11E139978,46.507,-115.628,WF,45.99999989,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30721820013182900,SF11E139964,46.197,-115.61,WF,48.19047607,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30721920013182900,SF11E139964,46.204,-115.64,WF,48.19047607,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30722620013182900,SF11E138069,47.76,-116.076,WF,45.99999989,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30723020013182900,SF11E141549,46.122,-115.768,WF,45.99999989,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30723220013182900,SF11E138069,47.767,-116.107,WF,45.99999989,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30723820013182900,SF11E138069,47.694,-116.136,WF,45.99999989,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30724020013182900,SF11E138069,47.801,-116.174,WF,45.99999989,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30724520013182900,SF11E138834,47.717,-116.409,WF,45.99999989,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30724720013182900,SF11E149528,45.364,-116.068,WF,91.99999977,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C30725020013182900,SF11E149528,45.398,-116.132,WF,91.99999977,201508280000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31096520013182670,SF11E141329,44.443,-114.506,WF,45.99999989,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31096620013182670,SF11E141329,44.461,-114.523,WF,45.99999989,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31096720013182670,SF11E141329,44.481,-114.527,WF,45.99999989,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31096820013182670,SF11E141329,44.478,-114.554,WF,45.99999989,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31097120013182670,SF11E141329,44.476,-114.582,WF,45.99999989,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31098920013182670,SF11E149582,45.813,-114.99,WF,45.99999989,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31100020013182670,SF11E149392,45.617,-115.097,WF,551.9999986,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31100120013182670,SF11E149392,45.684,-115.081,WF,45.99999989,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31100220013182670,SF11E149392,45.525,-115.065,WF,45.99999989,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31100420013182670,SF11E149392,45.514,-115.078,WF,45.99999989,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31100820013182670,SF11E149392,45.54,-115.111,WF,735.9999982,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31100920013182670,SF11E143632,45.907,-115.165,WF,45.99999989,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31101620013182670,SF11E143632,45.933,-115.213,WF,45.99999989,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31102320013182670,SF11E149392,45.627,-115.307,WF,2115.999995,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31102420013182670,SF11E143632,46.026,-115.288,WF,45.99999989,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31102520013182670,SF11E149392,45.562,-115.215,WF,45.99999989,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31102620013182670,SF11E143632,45.956,-115.289,WF,45.99999989,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31103020013182670,SF11E143632,46.004,-115.313,WF,45.99999989,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31104320013182670,SF11E149392,45.672,-115.322,WF,367.9999991,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31105120013182670,SF11E149392,45.668,-115.364,WF,137.9999997,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31105220013182670,SF11E138022,47.699,-115.765,WF,45.99999989,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31105320013182670,SF11E138022,47.706,-115.806,WF,137.9999997,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31105620013182670,SF11E149535,47.013,-115.685,WF,46.37704907,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31105820013182670,SF11E149535,46.992,-115.695,WF,46.37704907,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31106020013182670,SF11E138022,47.682,-115.836,WF,45.99999989,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31107420013182670,SF11E138069,47.748,-116.093,WF,137.9999997,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31107620013182670,SF11E138069,47.698,-116.092,WF,45.99999989,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31107820013182670,SF11E141549,46.13,-115.785,WF,45.99999989,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31108120013182670,SF11E141549,46.149,-115.803,WF,91.99999977,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31108220013182670,SF11E138069,47.712,-116.155,WF,45.99999989,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31108420013182670,SF11E138834,47.717,-116.409,WF,45.99999989,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31109120013182670,SF11E149528,45.36,-116.073,WF,2345.999994,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31109320013182670,SF11E149528,45.405,-116.196,WF,4277.999989,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31110220013182670,SF11E149550,47.952,-116.775,WF,45.99999989,201508290000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31399320013182440,SF11E141329,44.489,-114.542,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31399420013182440,SF11E141329,44.508,-114.559,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31399520013182440,SF11E141329,44.456,-114.579,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31399720013182440,SF11E141329,44.504,-114.601,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31400920013182440,SF11E149392,45.645,-115.08,WF,91.99999977,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31401220013182440,SF11E149392,45.623,-115.098,WF,91.99999977,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31401320013182440,SF11E149392,45.662,-115.112,WF,91.99999977,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31401520013182440,SF11E149392,45.503,-115.09,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31401620013182440,SF11E149392,45.611,-115.11,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31402020013182440,SF11E149392,45.639,-115.139,WF,137.9999997,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31402120013182440,SF11E143632,45.896,-115.177,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31402220013182440,SF11E149392,45.512,-115.135,WF,137.9999997,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31402320013182440,SF11E149392,45.599,-115.136,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31402420013182440,SF11E143632,46.047,-115.227,WF,91.99999977,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31402620013182440,SF11E149392,45.667,-115.163,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31402920013182440,SF11E143632,45.963,-115.219,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31403220013182440,SF11E149392,45.587,-115.163,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31403320013182440,SF11E149392,45.606,-115.166,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31403520013182440,SF11E143632,46.021,-115.244,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31403820013182440,SF11E143632,46.039,-115.269,WF,91.99999977,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31404020013182440,SF11E149392,45.564,-115.187,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31404220013182440,SF11E145519,46.914,-115.46,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31404520013182440,SF11E149392,45.566,-115.223,WF,91.99999977,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31405020013182440,SF11E143632,45.942,-115.33,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31405420013182440,SF11E149392,45.624,-115.298,WF,91.99999977,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31405820013182440,SF11E149392,45.598,-115.315,WF,137.9999997,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31406120013182440,SF11E149392,45.493,-115.302,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31406220013182440,SF11E149392,45.513,-115.306,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31406320013182440,SF11E149392,45.622,-115.326,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31406820013182440,SF11E149392,45.505,-115.333,WF,91.99999977,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31406920013182440,SF11E149535,47.005,-115.629,WF,139.1311472,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31407920013182440,SF11E138022,47.695,-115.809,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31408220013182440,SF11E149535,46.979,-115.685,WF,92.75409813,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31409520013182440,SF11E136474,45.948,-115.691,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31410520013182440,SF11E138834,47.706,-116.422,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31410620013182440,SF11E131397,44.843,-115.851,WF,91.99999977,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31410820013182440,SF11E138834,47.724,-116.44,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31410920013182440,SF11E149528,45.417,-115.991,WF,137.9999997,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31411120013182440,SF11E149528,45.395,-116.01,WF,183.9999995,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31411220013182440,SF11E149528,45.353,-116.03,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31411320013182440,SF11E149528,45.312,-116.036,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31411420013182440,SF11E149528,45.332,-116.04,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31411520013182440,SF11E149528,45.376,-116.056,WF,91.99999977,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31411620013182440,SF11E149528,45.41,-116.056,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31411720013182440,SF11E149528,45.35,-116.058,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31411820013182440,SF11E149528,45.329,-116.068,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31412020013182440,SF11E149528,45.437,-116.09,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31412120013182440,SF11E149528,45.367,-116.09,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31412320013182440,SF11E149528,45.455,-116.108,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31412720013182440,SF11E149528,45.343,-116.128,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31412820013182440,SF11E149528,45.362,-116.132,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31412920013182440,SF11E149528,45.451,-116.15,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31413020013182440,SF11E149528,45.481,-116.156,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31413120013182440,SF11E149528,45.391,-116.152,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31413420013182440,SF11E149528,45.379,-116.171,WF,91.99999977,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31413520013182440,SF11E149528,45.448,-116.178,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31413620013182440,SF11E149528,45.478,-116.184,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31413720013182440,SF11E149528,45.406,-116.193,WF,137.9999997,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31414020013182440,SF11E149528,45.34,-116.206,WF,183.9999995,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31414320013182440,SF11E149528,45.374,-116.22,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31414420013182440,SF11E149528,45.397,-116.239,WF,91.99999977,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31414520013182440,SF11E150101,47.9,-116.793,WF,45.99999989,201508300000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31561020013182210,SF11E149392,45.655,-115.075,WF,45.99999989,201508310000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31561220013182210,SF11E149392,45.641,-115.123,WF,91.99999977,201508310000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31561320013182210,SF11E149392,45.602,-115.126,WF,229.9999994,201508310000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31562120013182210,SF11E149528,45.406,-116.027,WF,367.9999991,201508310000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31562320013182210,SF11E149528,45.315,-116.058,WF,91.99999977,201508310000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31562420013182210,SF11E149528,45.36,-116.06,WF,45.99999989,201508310000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C31562620013182210,SF11E149528,45.348,-116.072,WF,45.99999989,201508310000Z,ID,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
